wip/agent_governance-agent_a2-closeout-sop-1b25ab729848	1b25ab7298485f722f39f0aeb60e882e7673de85	docs(index): add SOPs pointer to SYSTEM-INDEX.md
wip/agent_governance-agent_a3-precommit-skip-83de82209cec	83de82209ceca444b12b4703a05114e43fceb7d7	fix(gac): A3 — auto-fix-loop closeout-branch skip for retro paths
wip/agent_governance-agent_a4-clash-fleet-cf-6a7123037158	6a71230371589301b7326140576738eee472f7e8	fix(a4): whitelist fleet-watch.sh + refresh-cf-ips.sh external jobs [BET-UNBOUND waiver]
wip/agent_governance-agent_a4-clash-known-orphans-97e0b3a15def	97e0b3a15def04ea772d9edfbdde6a9a394d0b58	fix(cron): whitelist 6 external clash-* host jobs in known_orphans (A4)
wip/agent_governance-agent_a4-mimo-orphan-354727a47748	354727a47748931b6686bd825c0c146bef35841b	fix(a4): mimo-models-sync.sh 分类为 known personal orphan
wip/agent_governance-agent_a4-orphan-fix-86b3c5ebbc29	86b3c5ebbc29a693aa9146ee69b453ce12784113	fix(cron): register mimo-models-sync as known orphan to restore A4 PASS
wip/agent_governance-agent_a9-closeout-2fa91662501c	2fa91662501ca1654b895551b88ab396055d1aa1	feat(ledger): complete BET-Y2Q2-T10-154 A9 strategy retro repair with verified PASS evidence
wip/agent_governance-agent_a9-retro-budget-bootstrap-5bc0f75bfafb	5bc0f75bfafbc3d477d3869d4c4931f18a282786	docs(spec): bind A9 strategy retro full-scan repair
wip/agent_governance-agent_a9-retro-budget-impl-b81a8277e077	b81a8277e0774c6ae1f873055be1c1b78c3b7c9f	docs(governance): add A9 retro full-scan recovery retro
wip/agent_governance-agent_a9-source-root-spec-20260922-e15c2f6fb3e3	e15c2f6fb3e353dc9f7bae18c9e1910cef393421	docs(spec): draft A9 cockpit source workspace-root execution
wip/agent_governance-agent_agora-bump-cee0c684b8a3	cee0c684b8a3ccc507a026c2a29cc6bd92c7429e	chore(submodule): advance agora to 0b51e6b (pep degraded bypass #90)
wip/agent_governance-agent_agora-bump-d9e1ee050c2b	d9e1ee050c2b92df8e2c749061e819dda8ced64a	chore(submodule): advance agora to 0b51e6b (pep degraded bypass #90)
wip/agent_governance-agent_archive-docs-20260919-175f73c281df	175f73c281df358ab7179b9c45c746e0b7cf007d	fix(governance): 排除 archive 路径 — 归档文档豁免 doc-governance frontmatter 检查
wip/agent_governance-agent_archive-docs-20260919-2ca6fad1c97f	2ca6fad1c97fa0a1c2a04aaab7496795736ef000	docs(archive): 归档设计文档入库 — 665 个历史计划/报告/规格
wip/agent_governance-agent_archive-target-test-cleanup-6c93366ce797	6c93366ce797a8f81866b9d7084bab975c24a004	test: remove tests for archived targets
wip/agent_governance-agent_b1-1-retro-full-cda5a1d67ad9	cda5a1d67ad9424ee6500b9d30d63056e945056a	fix(gac): B1.1 — auto-fix-loop retro 全字段扩展 (field+skip 双变体)
wip/agent_governance-agent_b2-cross-repo-0c3d589a0e9d	0c3d589a0e9d196651732510a8305e36097e9863	fix(governance): register bin/closeout-pr.sh in script-registry
wip/agent_governance-agent_bet-y1q4-t10-170-28535d4beba9	28535d4beba9961565e4e98d51d8a032f0f1ab9a	chore(bet): BET-Y1Q4-T10-170 agora fixes + retro + waiver
wip/agent_governance-agent_bet-y1q4-t10-170-agora-62093b7baaf5	62093b7baaf51b27c56b3e0b95eb36a011059153	chore(retros): sync resident retro index and topic summaries
wip/agent_governance-agent_bet-y1q4-t10-170-agora-a7ff2a77cfdc	a7ff2a77cfdcfd4c571639bcd4dd53d0788b5653	docs(retro): add BET-Y2Q2-T8-04 retro and update clash node architecture metadata
wip/agent_governance-agent_bet-y1q4-t10-170-agora-b2552ffa0f58	b2552ffa0f5827c978cf388c6c4682dac0bc40fb	chore(retros): sync resident retro index and generated drafts
wip/agent_governance-agent_bet-y1q4-t10-170-agora-c711c097d87b	c711c097d87b4e11bf535dc6551251194379cd85	docs(scene-card): mark BET-Y1Q2-T7-01 human_gate ready in engineering-delivery-dogfood
wip/agent_governance-agent_bet-y1q4-t10-170-agora-ea3eaffba70b	ea3eaffba70b2d1c21f9d8520bb3c19fc9f45d8a	chore(submodule): bump runtime to kems-v2 EINTR changelog fix
wip/agent_governance-agent_bet-y1q4-t10-170-agora-eade0f17247a	eade0f17247a545d54b2d9f52ccb9923825e1d48	docs(ledger): bind BET-Y2Q2-T8-04 accepted spec and add dashboard write-integrity design doc
wip/agent_governance-agent_bet-y2q2-t5-01-a73e458f155a	a73e458f155afc1122cc957dbc13044622d4a31b	docs(ledger): complete BET-Y2Q2-T5-01 team-mailbox core
wip/agent_governance-agent_bet-y2q2-t5-02-649154f1f7a9	649154f1f7a991fce54511253dd0dddc999100b4	governance(registry): admit opencode-config team-mailbox write root (BET-Y2Q2-T5-02)
wip/agent_governance-agent_bet-y2q2-t5-02wr-5e530a53f3b7	5e530a53f3b7154fd4c145552dc5e1aa4a9e4355	governance(registry): admit opencode-config team-mailbox write root (BET-Y2Q2-T5-02)
wip/agent_governance-agent_bet-y2q2-t5-03-22d4797a5cb5	22d4797a5cb56d330376ca2f283cdc84aad92600	docs(ledger): complete BET-Y2Q2-T5-03 team-mode gating and visualization
wip/agent_governance-agent_bet-y2q2-t5-03-6c01280b6fb6	6c01280b6fb64db26d417dc61f8eb15eda02b485	fix(ledger): properly complete BET-Y2Q2-T5-03 with full evidence
wip/agent_governance-agent_bet-y2q2-t5-ledger-01cc6c450de0	01cc6c450de07034a6a4d154feb501563106f2c4	feat(bet): insert BET-Y2Q2-T5-01/02/03 team-mailbox chain (T5-ORCH)
wip/agent_governance-agent_bet-y2q2-t5-ledger-3a742d4abd99	3a742d4abd999e8008e59654cd26c21249e1ca51	feat(bet): insert BET-Y2Q2-T5-01/02/03 team-mailbox chain (T5-ORCH)
wip/agent_governance-agent_bus-fwd-sync-a99aea8b2bfd	a99aea8b2bfd582bbc895e1dc40d36a2a6ddf0e6	chore(pointers): forward-sync projects/bus-foundation to d2d1186 (PR #6 ruff-format fix)
wip/agent_governance-agent_c2-scene-adaptive-a364a3a0730b	a364a3a0730bf6e59a735599adc80b369a1708d4	feat(ssot): C2.2 — scene-card-autogen (场景自适应生成器)
wip/agent_governance-agent_c3-quarterly-eval-c279af538413	c279af53841356cfffbd26f6a0e5d1cd0f04c82b	docs(report): 2026-Q3 quarterly evaluation — FORWARD-PLAN §C3
wip/agent_governance-agent_claims-graduation-readiness-20260919-62316cb3bc92	62316cb3bc9279e59dfc40e8ccd3a1b9d7432ba9	feat(panorama): compute Claims graduation readiness
wip/agent_governance-agent_claims-lifecycle-ui-20260920-a577e02e54e5	a577e02e54e5386e7d50c2d5c0c0a6a42139d9a6	feat(panorama): expose Claims lifecycle authorization
wip/agent_governance-agent_claims-lifecycle-visibility-recovery-20260920-cd70cb90a6c6	cd70cb90a6c6753b44706185aaaab029fac68b45	fix(panorama): restore Claims lifecycle authorization UI
wip/agent_governance-agent_cockpit-ui-bump-59bbeb0bc47c	59bbeb0bc47c25f8d756c39eef060662d1619989	chore(submodule): bump cockpit-ui to origin/main a6c4835 + allow main-align in guard
wip/agent_governance-agent_dashboard-host-capture-20260920-d886c548ed62	d886c548ed625e80842d6c3a9f5bd3292477adcc	fix(panorama): capture deployed dashboard host assets
wip/agent_governance-agent_dashboard-live-server-capture-20260920-18d68916a62a	18d68916a62ac5ec3777b14249b362e4a120b424	fix(panorama): version dashboard live server assets
wip/agent_governance-agent_debt-close-agent-coord-8fce823d591b	8fce823d591b6d8cd6416c4194f1040e81bcb405	docs(debt): 以可核证据闭环 2 项 high — 多 Agent 协调强制 / gap 声明鸿沟
wip/agent_governance-agent_debt-cron-register-81cb6489b756	81cb6489b7565e2919882a25774edefc890ca6b7	fix(governance): A4 Scheduler 门禁修复 — 补登 debt-review-daily cron 登记 + 声明 clash-probe 外部孤儿
wip/agent_governance-agent_debt-followup-2026-09-20-919264b17615	919264b176150266266c8de58b308fb743db1da1	fix(governance): SUBMODULE_DRIFT 摘除 P43-drift-fix 幽灵引用, 保留真实 PR#351 引用
wip/agent_governance-agent_debt-followup-2026-09-20-ea73e66f157c	ea73e66f157cb97d5cea53013d1cdfa822372930	chore(governance): script_baseline 686→688 — 同步债务治理工具配额 (bin-quota-diff 允许路径, 同 3f4adba9e 先例)
wip/agent_governance-agent_debt-gap-retirement-2026-09-20-7a267eaa81b8	7a267eaa81b8392f1c8a6dca3e75b4c43f62855e	fix(debt): 退役 gap management 系统声明 — 移除从未实现的字段 (#4047)
wip/agent_governance-agent_declare-exec-gate-b9e609339c58	b9e609339c589ece731be5ac2dd396f086d6ff71	docs(governance): 記錄 rule-wiring 42/86 DECL_EXEC_GAP 為鋪定的債務項
wip/agent_governance-agent_doc-governance-stale-baseline-a9ab2c6c49b1	a9ab2c6c49b103cd0c44f5244e47d773bedeaec5	fix(governance): baseline stale_review buckets and refresh omo-surfaces review stamp (P75 CI-debt)
wip/agent_governance-agent_doc-review-0921-e28d888fcae1	e28d888fcae13a7b24c86949aa91011afa6b2520	docs(governance): 真复核 26 篇过期 SSOT 文档 — 4 篇锚定有效, 1 篇发现缺陷入账
wip/agent_governance-agent_docs-lane1-98cad5f71d7b	98cad5f71d7bce67079a22eac75cda95423a3bc3	docs(lane1): fix 4 broken pointers + refresh index counts/registry listing
wip/agent_governance-agent_docs-lane3-0918-ce9a8127dd6a	ce9a8127dd6a6adc106c5a6294aa4c70b56dbbcd	docs(lane3): refresh 7 live docs + fix 4 broken pointers
wip/agent_governance-agent_drift-launchd-02fe758d2a03	02fe758d2a038ad7dda3cace9f3e6b68875aed2c	feat(ops): 织星漂移巡检改由 launchd 承载 — crontab 写入在系统层已坏
wip/agent_governance-agent_e-behavior-drift-tests-b5f64d9a81d2	b5f64d9a81d29c8fe52a2d79c21856dc1753ce09	test: align behaviour-drift tests with current SSOT
wip/agent_governance-agent_e2-sweep-closeout-drift-a97c0d1819d1	a97c0d1819d1a6027ff07e98b779ac4f72147dc4	fix(sweep): regenerate INDEX.md from current <date>.json reports
wip/agent_governance-agent_env-deps-companion-scripts-0197700cb9a2	0197700cb9a27b07ab0fdf847373608092f8ec2c	fix(governance): add ADR-0454 for CR-GAC-TIMEOUT-AUDIT rule
wip/agent_governance-agent_env-deps-companion-scripts-07d8c663e0e7	07d8c663e0e7ec5d2d7336a8d507f4a643a39110	test(env): land zhixing host-sync alias + idempotent ensure
wip/agent_governance-agent_env-deps-companion-scripts-76a846c6b788	76a846c6b78877c8f6d32ea72c3b4241aac88e64	fix(governance): complete ADR-0454 frontmatter + INDEX + script_baseline
wip/agent_governance-agent_env-deps-companion-scripts-f12a65bf1761	f12a65bf17614f9ae2042b7fde133741a7d4d949	fix(registry): register zhixing_host_sync.py in script-registry
wip/agent_governance-agent_expiry-radar-6aefac16a7cb	6aefac16a7cbc3635144594248f6f79c12328cc9	feat(gac): 过期雷达 — 让 SLA 越界提前可见, 而不是爆炸当天挡住所有 PR
wip/agent_governance-agent_ext-write-root-bridge-a8b73022cbad	a8b73022cbad8b044b7a2cf47959e6d137b30db0	docs(ledger): use reproducible uv pytest verification
wip/agent_governance-agent_fix-4171-phase-gate-cockpit-submodule-5b5980c7b499	5b5980c7b4992f9972ae223d15266bfb66b45e1e	fix(ci): init projects/cockpit submodule in phase-gate-enforce (PR #4171)
wip/agent_governance-agent_fix-4186-t5-03-evidence-3a114ae79316	3a114ae79316239ff84ae4f41418f763a5380646	fix(ledger): complete BET-Y2Q2-T5-03 completion evidence
wip/agent_governance-agent_fix-a4-rf0-gates-13799bfddc90	13799bfddc90e9914af8987c6ee28f6d976196f7	fix(governance): A4 门禁 — 登记 mimo-models-sync 孤儿 cron
wip/agent_governance-agent_fix-ack-test-env-guard-6ef82e16ba1e	6ef82e16ba1e354b02ef526fe73937ecc89d77b0	fix(tests): worker-ack 集成级测试加环境守卫 — 缺子模块链时优雅跳过而非失败
wip/agent_governance-agent_fix-adr-0402-dup-e7e912d31973	e7e912d31973819ca5857dc3e081a1776b4e1768	fix(adr): 消除 ADR-0402 编号重复 — 新 ADR 让号为 0453
wip/agent_governance-agent_fix-adr-0453-regression-a959561d4296	a959561d42967decaaf8cfe625bc8982b2c4c163	fix(adr): 修复 #4110 引入的 ADR 一致性回归
wip/agent_governance-agent_fix-adr-0453-regression-ab259e24e7b9	ab259e24e7b90c5cb61e07916f7974beba6d4e3a	fix(adr): 修复 #4110 引入的 ADR 一致性回归
